Bedrooms,Bathrooms,Land_Size_Perches,House_Size_Sqft,City,District,Price_LKR
6,4,13.0,3800.0,98,4,29500000.0
8,7,26.0,6000.0,120,4,65000000.0
5,5,13.98,4300.0,141,4,39000000.0
3,3,10.0,2200.0,10,4,25000000.0
3,3,6.5,2000.0,10,4,20500000.0
3,3,6.0,1200.0,10,4,14500000.0
4,3,6.25,2290.0,18,4,21200000.0
3,3,6.5,1800.0,141,4,17800000.0
5,1,20.0,4000.0,12,5,16000000.0
4,2,8.0,1800.0,99,4,19800000.0
5,3,13.5,2089.0,84,6,25500000.0
4,4,11.5,2800.0,106,4,27500000.0
4,4,10.0,3600.0,106,4,36000000.0
2,1,13.0,600.0,72,4,3900000.0
3,2,23.0,2200.0,141,4,25000000.0
3,1,10.3,1800.0,109,15,7500000.0
4,3,6.5,2800.0,141,4,24800000.0
4,4,8.5,3500.0,141,4,34000000.0
3,2,13.8,2500.0,102,12,15000000.0
4,2,20.0,4900.0,78,6,70000000.0
3,1,90.0,3500.0,129,6,4000000.0
3,1,15.0,1500.0,72,4,89000000.0
3,2,10.0,1540.0,72,4,12500000.0
4,3,11.4,1900.0,106,4,19000000.0
3,1,7.0,1100.0,72,4,79500000.0
3,1,20.0,1650.0,72,4,12000000.0
3,2,7.86,1100.0,106,4,14200000.0
3,1,11.6,3158.0,72,4,7500000.0
2,1,15.0,4000.0,129,6,5500000.0
3,1,280.0,3500.0,129,6,36400000.0
6,3,15.0,3500.0,102,12,24500000.0
4,2,31.0,1900.0,145,6,49000000.0
4,2,12.05,2750.0,76,6,16800000.0
3,3,10.6,1795.0,141,4,21000000.0
5,5,112.0,2900.0,25,20,28000000.0
3,2,7.4,1300.0,98,4,16500000.0
3,2,22.0,2500.0,58,6,16000000.0
5,3,20.0,3000.0,72,4,65000000.0
3,1,10.5,1300.0,72,4,12000000.0
2,1,11.5,1200.0,133,4,7800000.0
4,4,8.5,2900.0,141,4,36000000.0
5,5,7.5,2300.0,141,4,27500000.0
4,2,15.0,5000.0,129,6,13000000.0
4,5,8.0,4500.0,106,4,35500000.0
5,3,10.0,3514.0,141,4,22500000.0
2,1,7.0,3500.0,78,6,5750000.0
2,1,7.5,1200.0,58,6,11000000.0
3,1,20.0,850.0,73,9,7500000.0
5,4,20.0,5450.0,131,4,70000000.0
5,3,10.0,3000.0,72,4,24500000.0
3,3,6.5,1900.0,72,4,20500000.0
4,2,7.42,1600.0,120,4,24500000.0
5,4,6.0,3800.0,72,4,29800000.0
4,3,15.0,4000.0,72,4,28000000.0
2,2,13.5,4000.0,129,6,12900000.0
3,3,16.5,1200.0,106,4,29500000.0
5,4,8.0,3600.0,106,4,35000000.0
3,2,7.0,1250.0,106,4,26500000.0
3,1,6.8,2000.0,106,4,15500000.0
3,2,10.5,1400.0,106,4,16000000.0
3,2,7.5,1300.0,106,4,17000000.0
6,2,6.0,2000.0,166,4,32000000.0
3,2,20.0,3000.0,35,4,120000000.0
5,3,7.0,3500.0,96,4,45000000.0
5,6,17.0,7240.0,152,4,70000000.0
4,3,7.5,2550.0,141,4,25500000.0
6,4,16.2,3600.0,98,4,33500000.0
2,2,6.8,900.0,137,4,14500000.0
4,3,7.0,2400.0,98,4,27000000.0
4,3,6.0,2400.0,141,4,24800000.0
4,4,15.0,3000.0,141,4,28500000.0
4,4,9.5,2300.0,141,4,21500000.0
4,3,10.0,3500.0,84,6,36000000.0
5,3,7.5,2700.0,141,4,27000000.0
4,3,6.0,1644.0,97,4,41000000.0
4,3,7.0,2400.0,141,4,26000000.0
4,3,24.8,3000.0,110,9,16500000.0
3,2,7.0,3300.0,152,4,40000000.0
4,2,17.0,2000.0,10,4,16000000.0
4,2,15.4,3000.0,141,4,22000000.0
4,4,8.0,3500.0,141,4,30500000.0
3,2,9.3,2000.0,141,4,21500000.0
4,2,10.0,2400.0,60,6,13500000.0
6,3,7.8,3000.0,36,4,40000000.0
5,3,9.9,2650.0,146,4,45000000.0
5,3,9.33,3100.0,99,4,45000000.0
3,2,10.0,1200.0,141,4,18500000.0
4,3,6.5,2800.0,141,4,24800000.0
4,4,10.0,3100.0,141,4,40000000.0
4,3,10.5,3152.0,127,6,26500000.0
5,2,126.0,5500.0,47,15,27500000.0
5,3,7.0,3250.0,141,4,23500000.0
2,1,6.0,1600.0,8,4,10500000.0
3,2,10.0,1325.0,73,9,12000000.0
3,3,12.0,1200.0,141,4,14000000.0
4,3,6.5,2000.0,141,4,19500000.0
5,2,10.0,2419.0,44,6,21000000.0
4,2,10.05,2400.0,78,6,8000000.0
3,2,6.5,1356.0,141,4,23800000.0
5,4,8.0,3700.0,141,4,30500000.0
4,5,7.0,2500.0,141,4,25500000.0
4,4,28.0,3850.0,141,4,46500000.0
4,4,10.0,3850.0,141,4,33000000.0
3,1,10.0,1500.0,86,5,12000000.0
3,1,10.0,1425.0,127,6,9900000.0
3,1,45.0,2500.0,85,10,3990000.0
4,4,10.0,4200.0,152,4,49500000.0
3,2,7.0,3300.0,152,4,40000000.0
3,1,10.0,1500.0,86,5,13000000.0
2,1,23.0,1000.0,86,5,13800000.0
4,3,50.0,3000.0,152,4,110000000.0
1,1,10.5,800.0,72,4,4800000.0
4,2,7.0,1700.0,8,4,20000000.0
5,4,14.8,3800.0,152,4,47500000.0
4,4,7.7,3300.0,152,4,44000000.0
4,2,7.0,1544.0,109,15,9500000.0
4,4,15.0,4000.0,152,4,60000000.0
4,2,149.0,2500.0,127,6,23500000.0
8,5,13.5,5000.0,131,4,42500000.0
6,6,12.0,4000.0,131,4,63000000.0
3,3,8.0,1300.0,10,4,15400000.0
3,2,20.0,4500.0,127,6,5500000.0
5,4,11.0,5000.0,131,4,68000000.0
3,1,22.0,1820.0,58,6,4600000.0
4,4,7.0,3800.0,131,4,47500000.0
6,5,27.0,7100.0,131,4,15500000.0
4,3,6.5,2800.0,106,4,26500000.0
4,4,10.0,3200.0,106,4,36000000.0
5,4,12.5,4000.0,106,4,65000000.0
5,5,62.0,5600.0,106,4,135000000.0
4,3,10.0,3200.0,106,4,45000000.0
5,3,9.0,3100.0,106,4,37500000.0
4,3,10.12,2675.0,106,4,48000000.0
5,4,11.0,2850.0,10,4,29500000.0
4,4,7.0,3250.0,141,4,27000000.0
3,3,7.5,1500.0,106,4,18500000.0
4,4,10.0,3200.0,99,4,95000000.0
4,3,6.5,2200.0,106,4,26500000.0
3,2,10.0,1400.0,72,4,8700000.0
4,4,10.0,2380.0,98,4,25000000.0
4,4,13.0,3500.0,99,4,60000000.0
4,4,16.0,4900.0,99,4,80000000.0
4,4,8.0,3000.0,98,4,33000000.0
3,3,10.0,1400.0,10,4,15000000.0
4,4,8.0,3000.0,98,4,33000000.0
2,2,3.5,1000.0,166,4,6800000.0
4,2,15.0,1850.0,58,6,9000000.0
3,2,10.0,1200.0,159,9,8700000.0
4,3,8.0,4000.0,98,4,29500000.0
2,2,8.8,1250.0,148,4,30000000.0
4,2,11.0,3300.0,18,4,55000000.0
5,3,10.0,4000.0,18,4,65000000.0
3,2,10.0,1350.0,106,4,14000000.0
4,4,16.0,3500.0,18,4,85000000.0
10,7,18.0,5000.0,86,5,50000000.0
5,4,22.0,4800.0,152,4,115000000.0
4,4,7.0,3800.0,18,4,45000000.0
5,4,22.0,4500.0,18,4,115000000.0
4,4,12.0,5500.0,152,4,85000000.0
4,2,11.0,1700.0,150,11,12000000.0
3,2,12.5,1450.0,84,6,13500000.0
6,7,24.0,1400.0,152,4,170000000.0
4,1,20.0,2344.0,78,6,18500000.0
5,4,14.0,4000.0,18,4,75000000.0
3,3,8.0,1400.0,10,4,18000000.0
3,3,12.0,1825.0,72,4,12000000.0
4,4,12.0,2500.0,141,4,21500000.0
4,4,6.5,2500.0,141,4,24800000.0
3,1,5.25,1200.0,78,6,7500000.0
5,3,16.5,3000.0,109,15,13500000.0
3,1,7.0,1200.0,78,6,8000000.0
5,5,26.0,10000.0,37,4,17000000.0
3,1,10.0,1500.0,86,5,6500000.0
4,2,18.9,4500.0,82,9,8500000.0
4,2,10.5,2000.0,18,4,28000000.0
5,4,10.0,3800.0,152,4,50000000.0
4,1,6.0,1541.0,169,11,5500000.0
3,2,6.5,1500.0,141,4,12800000.0
4,4,8.0,3200.0,141,4,29500000.0
4,4,6.64,4000.0,34,4,150000000.0
5,4,11.7,3050.0,18,4,47000000.0
4,4,10.0,2800.0,106,4,28000000.0
4,4,10.5,2600.0,106,4,29000000.0
5,2,16.75,2800.0,129,6,16000000.0
4,3,50.2,3000.0,152,4,110000000.0
5,4,7.5,2250.0,141,4,29500000.0
6,5,14.0,4000.0,141,4,49500000.0
4,4,16.0,3000.0,152,4,53000000.0
4,2,7.5,2400.0,127,6,15000000.0
4,5,7.0,3200.0,141,4,25500000.0
10,6,12.6,7650.0,131,4,130000000.0
5,4,8.5,3500.0,141,4,27500000.0
3,1,8.5,1300.0,58,6,7600000.0
4,3,19.0,3200.0,141,4,27000000.0
6,3,20.0,3025.0,120,4,20000000.0
3,1,25.0,1500.0,117,6,4250000.0
5,5,23.0,2855.0,120,4,25000000.0
3,3,8.0,1400.0,10,4,18000000.0
3,2,14.0,2000.0,86,5,12000000.0
2,2,30.0,2000.0,72,4,32000000.0
4,1,10.0,1400.0,4,5,6800000.0
3,2,3.0,950.0,10,4,18500000.0
5,2,36.0,1800.0,127,6,23000000.0
3,2,7.5,1500.0,10,4,16500000.0
2,2,3.0,800.0,166,4,8500000.0
2,2,11.0,1500.0,58,6,3800000.0
1,2,0.75,400.0,39,4,4400000.0
3,3,22.0,2300.0,164,15,35000000.0
8,5,13.2,5000.0,131,4,42500000.0
4,4,11.0,3300.0,18,4,55000000.0
2,1,3.0,800.0,166,4,8000000.0
4,4,10.0,2600.0,106,4,29000000.0
4,4,10.0,2800.0,106,4,28000000.0
3,3,10.0,1000.0,10,4,15000000.0
2,1,4.0,900.0,166,4,8500000.0
4,4,16.0,3500.0,18,4,85000000.0
3,2,4.0,820.0,35,4,15000000.0
7,7,6.0,4000.0,31,4,47500000.0
3,2,5.0,1000.0,166,4,15000000.0
2,1,8.0,1200.0,109,15,10500000.0
4,4,7.0,2200.0,106,4,23000000.0
4,4,10.0,4000.0,18,4,49500000.0
4,3,6.5,2280.0,141,4,24800000.0
5,5,80.0,1500.0,67,2,48000000.0
4,3,6.3,2200.0,106,4,22500000.0
3,3,9.5,3000.0,141,4,21500000.0
4,1,40.0,1900.0,12,5,6250000.0
4,3,11.5,3500.0,84,6,35000000.0
5,5,28.0,3500.0,141,4,46500000.0
3,2,17.5,1700.0,146,4,50000000.0
3,1,13.5,2900.0,20,7,7500000.0
3,2,10.0,1500.0,141,4,14000000.0
4,2,12.85,3200.0,10,4,37500000.0
3,2,11.0,2538.0,93,4,8000000.0
4,2,14.0,1700.0,162,6,35000000.0
2,1,9.0,1500.0,72,4,8000000.0
4,3,6.0,2500.0,141,4,24800000.0
3,2,7.0,3300.0,152,4,40000000.0
4,3,8.0,3000.0,98,4,33000000.0
4,4,8.5,3800.0,141,4,28500000.0
4,3,10.5,3100.0,127,6,26500000.0
3,2,6.0,1800.0,98,4,17800000.0
4,3,50.17,3000.0,152,4,105000000.0
3,3,8.0,2200.0,141,4,18500000.0
5,5,6.0,3000.0,43,4,46000000.0
5,2,57.0,3500.0,168,20,23000000.0
4,3,50.17,3000.0,152,4,105000000.0
4,4,8.0,3500.0,141,4,30500000.0
4,4,8.5,3500.0,141,4,34000000.0
4,3,10.0,3000.0,106,4,36000000.0
4,2,6.0,1500.0,10,4,14700000.0
4,3,7.5,3250.0,141,4,30500000.0
4,4,10.0,4000.0,152,4,49500000.0
6,5,12.5,6500.0,152,4,44000000.0
4,4,8.7,3200.0,18,4,54800000.0
5,4,9.8,3200.0,152,4,45000000.0
5,4,11.0,3800.0,152,4,45000000.0
4,3,10.12,3000.0,106,4,49500000.0
4,3,20.0,3500.0,127,6,29500000.0
3,2,12.5,2500.0,49,21,8500000.0
5,4,11.0,3800.0,18,4,45000000.0
4,3,7.8,3000.0,106,4,36000000.0
6,4,14.0,3000.0,141,4,48500000.0
3,2,18.4,1000.0,106,4,22500000.0
4,4,9.0,3000.0,10,4,33000000.0
4,4,8.0,2880.0,93,4,29500000.0
4,4,9.0,2900.0,10,4,17300000.0
4,4,12.34,5195.0,10,4,47500000.0
4,4,10.0,3200.0,152,4,33500000.0
3,3,6.3,1900.0,10,4,19800000.0
3,2,10.0,1600.0,72,4,15800000.0
3,2,5.0,2000.0,78,6,16500000.0
4,5,14.7,4500.0,127,6,47000000.0
5,3,6.7,1800.0,23,4,29000000.0
4,4,11.0,3300.0,152,4,55000000.0
4,3,11.0,3300.0,152,4,42500000.0
4,2,9.5,2500.0,131,4,26500000.0
4,3,4.0,1750.0,121,4,23000000.0
4,3,20.0,2500.0,127,6,29500000.0
5,5,13.67,4628.0,120,4,39000000.0
3,1,10.0,1350.0,127,6,9900000.0
3,2,12.0,1950.0,127,6,32500000.0
4,4,7.15,2611.0,141,4,25500000.0
3,2,11.0,1550.0,127,6,17000000.0
2,1,10.5,1350.0,127,6,15000000.0
3,2,9.0,1300.0,10,4,17000000.0
3,3,15.0,2150.0,127,6,19500000.0
3,3,11.0,1600.0,141,4,18000000.0
6,4,20.0,4500.0,43,4,84500000.0
6,4,6.5,2750.0,43,4,38500000.0
3,2,10.0,1500.0,127,6,13500000.0
4,4,9.0,2700.0,141,4,21500000.0
3,1,6.8,1800.0,106,4,14800000.0
4,2,10.7,1560.0,141,4,5700000.0
4,4,7.0,3250.0,141,4,27000000.0
3,3,10.0,1800.0,10,4,18500000.0
3,2,17.5,1800.0,139,10,14000000.0
3,3,6.0,1615.0,141,4,17800000.0
5,4,10.0,4000.0,106,4,65000000.0
7,8,11.0,4000.0,141,4,24000000.0
3,1,8.08,1085.0,46,10,18000000.0
5,3,10.5,2000.0,121,4,15800000.0
4,4,10.0,4200.0,98,4,49500000.0
6,2,14.0,3768.0,59,10,55000000.0
4,4,9.0,3140.0,141,4,34000000.0
4,4,10.0,3310.0,141,4,33000000.0
5,5,11.5,3985.0,141,4,36700000.0
3,3,11.0,1645.0,141,4,18000000.0
4,4,6.0,2874.0,141,4,24800000.0
4,4,7.0,2784.0,141,4,25500000.0
3,3,8.0,1574.0,141,4,18500000.0
4,4,9.0,2874.0,141,4,21500000.0
4,4,7.0,3142.0,141,4,27000000.0
4,5,7.5,2964.0,141,4,25500000.0
2,1,6.0,1000.0,23,4,8500000.0
3,3,7.0,2996.0,141,4,23000000.0
2,1,13.0,925.0,76,6,8500000.0
3,1,10.0,1500.0,72,4,9500000.0
4,2,8.0,3949.0,84,6,22499999.0
4,4,8.0,2880.0,141,4,31000000.0
4,4,7.0,2900.0,141,4,27000000.0
3,2,10.0,1000.0,72,4,7300000.0
4,2,10.0,1500.0,92,6,17000000.0
3,1,23.74,6670.0,162,6,31000000.0
4,4,10.0,4800.0,146,4,100000000.0
4,4,7.0,2900.0,98,4,27000000.0
5,1,20.0,1800.0,112,12,9800000.0
3,1,15.0,1500.0,78,6,12800000.0
5,4,7.1,3600.0,43,4,57500000.0
5,3,21.5,6000.0,36,4,182750000.0
2,2,8.19,2000.0,23,4,14000000.0
1,2,4.9,700.0,148,4,8500000.0
7,4,18.5,3500.0,135,9,40000000.0
5,4,12.9,5000.0,58,6,39000000.0
4,3,7.8,3600.0,106,4,36000000.0
6,5,12.5,6500.0,152,4,44000000.0
4,3,10.5,3159.0,127,6,26500000.0
3,2,10.0,1560.0,82,9,8700000.0
5,5,17.0,5000.0,125,4,152000000.0
4,4,7.5,2875.0,141,4,27500000.0
4,3,8.0,3000.0,152,4,33000000.0
4,4,6.0,2856.0,141,4,24800000.0
4,3,13.5,3700.0,92,6,29500000.0
4,3,10.5,3150.0,127,6,26500000.0
4,3,20.0,2500.0,127,6,29500000.0
3,1,10.0,1325.0,127,6,9900000.0
3,2,12.5,1700.0,127,6,19500000.0
5,3,3.0,1500.0,166,4,9000000.0
2,1,41.0,2100.0,158,6,25000000.0
4,3,10.12,3000.0,106,4,49500000.0
3,1,24.0,1000.0,75,9,12000000.0
6,6,8.8,5500.0,35,4,170000000.0
6,6,11.0,4500.0,104,4,55000000.0
10,10,20.0,8260.0,125,4,160000000.0
4,4,20.0,3000.0,10,4,27000000.0
4,3,51.0,4000.0,106,4,100000000.0
5,4,22.0,4500.0,18,4,115000000.0
3,1,20.5,3000.0,104,4,70000000.0
5,5,22.0,5000.0,9,1,40000000.0
4,3,15.0,3500.0,101,10,22500000.0
6,4,10.0,4500.0,131,4,55000000.0
4,3,11.5,2300.0,152,4,17000000.0
3,2,7.0,3000.0,152,4,40000000.0
5,4,14.0,4580.0,141,4,49500000.0
4,3,11.0,3300.0,152,4,42500000.0
5,4,10.0,3800.0,152,4,50000000.0
4,4,15.0,3000.0,152,4,60000000.0
4,4,11.0,3300.0,152,4,55000000.0
4,3,10.5,3100.0,127,6,26500000.0
4,4,8.0,3200.0,141,4,30500000.0
3,2,12.8,1750.0,152,4,17000000.0
7,6,16.0,4500.0,18,4,79000000.0
6,4,8.0,3000.0,23,4,30000000.0
6,5,12.8,6550.0,152,4,44000000.0
4,3,20.0,3500.0,127,6,29500000.0
5,3,28.0,2800.0,162,6,58000000.0
3,2,22.5,3500.0,127,6,35000000.0
5,4,10.0,3300.0,104,4,43000000.0
3,2,10.0,1500.0,127,6,13500000.0
4,3,10.0,3500.0,127,6,26500000.0
3,1,10.0,1425.0,127,6,9900000.0
3,2,16.0,2000.0,58,6,11500000.0
4,2,7.5,2150.0,127,6,15000000.0
4,4,8.0,3990.0,43,4,45000000.0
3,2,5.0,1400.0,78,6,12500000.0
3,1,30.0,1800.0,76,6,15000000.0
2,1,7.9,1000.0,10,4,7400000.0
2,1,1.75,800.0,121,4,5000000.0
4,3,10.5,3880.0,104,4,44000000.0
4,1,26.0,2000.0,82,9,15000000.0
5,3,11.5,2800.0,78,6,9500000.0
2,2,7.0,800.0,104,4,8400000.0
3,1,10.0,1365.0,127,6,9900000.0
5,2,15.0,2996.0,159,9,19000000.0
3,3,10.0,1000.0,44,6,9500000.0
2,1,11.0,1200.0,18,4,23000000.0
3,2,11.5,1800.0,44,6,14000000.0
3,3,18.7,3500.0,18,4,70000000.0
1,1,10.0,400.0,48,6,3500000.0
4,2,4.1,2100.0,166,4,14900000.0
3,2,10.0,1527.0,159,9,6500000.0
3,2,10.0,1800.0,10,4,15000000.0
4,4,10.0,4200.0,106,4,49500000.0
4,4,16.0,3800.0,18,4,79000000.0
3,1,10.0,800.0,159,9,6500000.0
4,4,8.5,2900.0,141,4,36000000.0
4,3,7.5,3250.0,141,4,30500000.0
3,2,10.0,1527.0,159,9,6500000.0
4,1,17.5,3000.0,124,12,12500000.0
6,6,16.0,6500.0,43,4,75000000.0
6,3,21.5,4000.0,141,4,45000000.0
5,3,11.69,5000.0,99,4,66000000.0
3,2,10.0,1600.0,127,6,19000000.0
3,1,25.6,1735.0,109,15,7800000.0
4,3,10.0,3500.0,127,6,26500000.0
3,1,40.0,3000.0,94,6,24000000.0
4,4,6.5,2350.0,120,4,25000000.0
5,2,65.0,2500.0,46,10,25000000.0
6,1,34.0,1200.0,135,9,51000000.0
3,1,7.5,2000.0,141,4,12500000.0
6,3,10.5,2900.0,145,6,13200000.0
3,2,12.0,1950.0,127,6,32500000.0
3,1,15.0,1200.0,141,4,11500000.0
4,3,10.87,2692.0,10,4,28000000.0
3,1,10.0,1100.0,72,4,13200000.0
3,1,12.0,1150.0,141,4,6900000.0
2,1,29.0,1350.0,127,6,23500000.0
4,4,8.0,3200.0,141,4,30500000.0
4,3,10.5,3150.0,127,6,26500000.0
4,2,6.0,1500.0,166,4,13500000.0
4,3,6.0,2500.0,106,4,23500000.0
3,2,10.0,1740.0,72,4,15900000.0
3,2,7.9,1400.0,106,4,18500000.0
3,2,7.6,1070.0,106,4,14200000.0
2,1,3.0,800.0,166,4,6800000.0
4,3,6.4,1950.0,106,4,22500000.0
4,3,7.8,3600.0,106,4,36000000.0
6,2,10.0,2500.0,106,4,25500000.0
5,5,8.5,4500.0,35,4,170000000.0
4,4,20.0,5800.0,72,4,45000000.0
3,3,8.0,1400.0,10,4,18000000.0
4,3,7.5,3200.0,141,4,25500000.0
4,3,13.5,4000.0,72,4,30000000.0
7,3,16.0,3000.0,72,4,32000000.0
3,1,10.0,1365.0,127,6,9900000.0
3,1,20.0,1400.0,72,4,12500000.0
5,4,10.0,3600.0,72,4,28000000.0
4,3,10.5,3100.0,127,6,26500000.0
6,4,8.5,3500.0,23,4,48000000.0
4,4,15.21,5000.0,23,4,69000000.0
4,4,10.9,1800.0,92,6,35000000.0
4,3,22.62,2500.0,38,4,121000000.0
5,3,16.0,3000.0,106,4,37500000.0
4,4,10.0,2800.0,23,4,42500000.0
4,4,10.0,4500.0,152,4,55000000.0
3,2,19.5,2800.0,58,6,27500000.0
4,4,7.8,1800.0,98,4,17500000.0
4,1,32.0,1200.0,159,9,16900000.0
4,2,7.5,1740.0,72,4,12500000.0
3,1,10.0,1425.0,127,6,9900000.0
3,2,8.7,1400.0,36,4,74000000.0
3,1,12.5,1250.0,135,9,6800000.0
5,4,30.0,5000.0,152,4,100000000.0
4,3,20.0,2500.0,127,6,29500000.0
4,2,7.2,2200.0,72,4,15000000.0
4,4,8.0,2900.0,141,4,28500000.0
3,2,16.0,2500.0,80,4,46000000.0
4,2,17.2,2000.0,121,4,170000000.0
2,2,2.0,275.52,39,4,4200000.0
4,4,10.0,4000.0,152,4,49500000.0
3,3,8.5,1900.0,141,4,18500000.0
4,4,8.5,2850.0,141,4,28500000.0
3,2,8.5,1800.0,141,4,14000000.0
4,4,6.0,2875.0,141,4,24800000.0
3,1,10.0,1365.0,127,6,9900000.0
8,5,11.0,5000.0,43,4,46000000.0
3,3,9.0,2451.0,141,4,21500000.0
3,2,8.0,2874.0,141,4,14000000.0
3,3,11.0,1587.0,141,4,18000000.0
4,4,9.0,2841.0,141,4,21500000.0
4,4,7.0,2785.0,141,4,27000000.0
5,3,9.25,1800.0,104,4,27500000.0
3,2,10.0,1750.0,106,4,18000000.0
3,1,9.5,1800.0,23,4,16000000.0
3,3,8.0,1563.0,141,4,18500000.0
3,3,19.0,4000.0,152,4,55000000.0
5,5,11.5,3852.0,141,4,36700000.0
6,4,25.0,3500.0,70,5,27500000.0
4,4,7.5,2875.0,141,4,27500000.0
5,4,11.6,3500.0,104,4,50000000.0
5,5,13.8,4100.0,141,4,39000000.0
4,4,9.0,2600.0,104,4,34000000.0
4,4,10.5,3100.0,152,4,43500000.0
6,4,20.0,7200.0,104,4,69000000.0
3,1,11.0,1250.0,141,4,10300000.0
3,1,15.0,1300.0,158,6,3500000.0
5,3,10.0,4000.0,18,4,65000000.0
9,9,17.5,12000.0,18,4,170000000.0
4,3,10.5,3100.0,127,6,26500000.0
3,2,12.0,1950.0,127,6,32500000.0
4,4,10.0,4000.0,152,4,49500000.0
3,3,17.0,2450.0,89,6,34500000.0
5,2,13.5,10000.0,149,21,22000000.0
4,3,7.0,2650.0,106,4,23500000.0
4,4,8.7,3200.0,152,4,54800000.0
5,5,10.5,5500.0,23,4,60000000.0
3,2,7.5,2800.0,23,4,33000000.0
5,4,15.0,3854.0,23,4,49000000.0
4,4,8.5,2544.0,141,4,26000000.0
4,4,11.2,3200.0,23,4,35000000.0
8,5,13.2,5014.0,23,4,42500000.0
6,4,20.0,4500.0,125,4,110000000.0
4,4,6.5,2580.0,141,4,24800000.0
2,1,10.0,1000.0,72,4,4800000.0
3,1,15.0,1800.0,127,6,18000000.0
4,4,7.5,3016.0,141,4,27500000.0
3,2,12.5,1250.0,18,4,46250000.0
4,3,10.5,3150.0,127,6,26500000.0
3,2,47.0,1200.0,102,12,15000000.0
7,5,30.0,5000.0,102,12,43000000.0
3,1,6.24,1200.0,104,4,14000000.0
3,1,12.0,1400.0,3,9,6500000.0
2,1,18.0,1200.0,102,12,8000000.0
3,2,26.0,1850.0,110,9,14000000.0
2,1,16.5,1200.0,102,12,8000000.0
4,2,20.0,2200.0,102,12,20000000.0
4,3,7.0,2200.0,141,4,26000000.0
3,2,15.0,1800.0,102,12,21500000.0
5,5,7.5,2300.0,141,4,27500000.0
3,1,15.0,1350.0,102,12,7500000.0
4,1,15.0,3100.0,102,12,9800000.0
3,1,20.0,1500.0,102,12,7000000.0
3,2,16.5,1600.0,102,12,16500000.0
4,2,20.0,3000.0,102,12,27000000.0
9,5,10.0,5000.0,102,12,37500000.0
2,1,10.0,1000.0,102,12,9500000.0
3,1,10.0,1490.0,141,4,18500000.0
3,1,10.0,2723.0,56,5,6700000.0
3,2,6.0,1100.0,10,4,14500000.0
5,2,6.0,2500.0,10,4,22000000.0
3,2,15.0,1700.0,48,6,8500000.0
4,3,20.0,4000.0,127,6,29500000.0
3,1,10.0,1425.0,127,6,9900000.0
3,2,13.43,2000.0,97,4,30000000.0
4,3,6.0,2200.0,106,4,24000000.0
7,3,6.87,2572.0,43,4,43500000.0
4,4,3.5,2000.0,27,4,14000000.0
4,3,20.0,2500.0,127,6,29500000.0
5,2,42.0,3600.0,78,6,33000000.0
5,4,11.0,3800.0,152,4,45000000.0
4,4,20.0,2500.0,85,10,55000000.0
5,5,33.0,1800.0,85,10,47000000.0
5,4,8.0,2856.0,141,4,27500000.0
4,4,4.0,3000.0,146,4,22000000.0
4,4,11.0,3300.0,152,4,55000000.0
5,5,13.5,2000.0,85,10,175000000.0
2,2,6.5,1000.0,166,4,12000000.0
4,2,8.0,2800.0,23,4,20000000.0
3,2,10.0,1450.0,73,9,14000000.0
