Bedrooms,Bathrooms,Land_Size_Perches,House_Size_Sqft,City,District,Price_LKR
6,6,10.0,2723.0,80,18,49000000.0
5,4,11.5,3642.0,48,18,36700000.0
4,4,8.5,2509.0,48,18,35000000.0
5,5,7.5,3250.0,99,18,85000000.0
5,4,10.5,2500.0,9,18,26000000.0
3,1,16.0,1300.0,58,3,13500000.0
4,4,12.0,4500.0,153,20,36000000.0
4,3,59.0,3000.0,59,20,27000000.0
3,3,13.0,1250.0,5,4,9800000.0
3,2,21.0,1301.0,6,14,9000000.0
6,2,25.0,2500.0,7,18,180000000.0
3,3,10.0,2000.0,37,18,85000000.0
5,2,7.0,3500.0,166,18,45000000.0
7,4,38.0,2500.0,50,11,40000000.0
4,2,20.0,2975.0,32,20,29500000.0
5,4,22.0,4500.0,60,18,115000000.0
3,2,7.5,1250.0,9,18,16500000.0
9,7,14.75,5355.0,26,18,120000000.0
4,4,6.5,2900.0,9,18,29500000.0
4,2,26.0,1500.0,149,18,14500000.0
3,1,7.0,1100.0,140,18,7950000.0
5,3,10.0,2500.0,168,18,17500000.0
3,1,15.0,1800.0,5,4,13500000.0
3,3,8.3,2500.0,48,18,22000000.0
3,1,10.0,1425.0,32,20,9900000.0
4,1,17.62,1600.0,41,23,9500000.0
8,8,20.0,10000.0,60,18,190000000.0
4,3,20.5,4000.0,108,18,100000000.0
5,4,11.0,3800.0,60,18,45000000.0
3,2,10.0,1600.0,32,20,20500000.0
3,2,12.5,1650.0,32,20,16500000.0
4,4,16.0,4900.0,169,18,80000000.0
4,3,6.0,2400.0,48,18,24800000.0
3,2,10.0,1700.0,140,18,15800000.0
5,3,10.3,2600.0,21,20,17000000.0
3,2,5.0,1400.0,149,18,7200000.0
4,4,16.0,3000.0,60,18,53000000.0
4,2,8.0,1800.0,140,18,9300000.0
3,1,10.4,1500.0,146,20,12500000.0
4,3,7.5,3000.0,48,18,30500000.0
3,1,29.0,1350.0,32,20,23500000.0
3,3,7.5,1500.0,9,18,18500000.0
3,2,7.0,1275.0,146,20,12500000.0
7,2,10.5,2500.0,43,18,27500000.0
4,5,8.5,2506.0,48,18,28500000.0
6,7,24.0,14000.0,80,18,170000000.0
2,1,6.25,754.0,146,20,13800000.0
7,5,33.0,5700.0,9,18,65000000.0
4,3,6.5,2000.0,48,18,19500000.0
4,3,11.0,3300.0,60,18,42500000.0
5,4,12.0,2800.0,9,18,32500000.0
7,6,20.0,4083.75,60,18,38000000.0
3,2,17.7,1700.0,21,20,15000000.0
3,2,10.0,1400.0,32,20,9900000.0
3,2,8.0,2150.0,30,18,45000000.0
4,4,14.0,2745.0,48,18,25500000.0
5,4,12.9,2500.0,97,18,28000000.0
5,3,20.0,3200.0,80,18,58000000.0
6,4,12.0,7000.0,60,18,135000000.0
4,4,10.0,3850.0,48,18,33000000.0
3,2,20.0,1800.0,164,20,14000000.0
3,1,10.0,1100.0,109,20,9600000.0
6,4,11.8,3500.0,37,18,45000000.0
3,2,10.0,1600.0,32,20,19000000.0
4,3,6.5,2000.0,48,18,17500000.0
5,3,11.0,3200.0,67,23,15500000.0
4,4,7.0,2500.0,48,18,25800000.0
4,3,10.0,3500.0,32,20,26500000.0
2,1,6.0,1200.0,43,18,13000000.0
9,5,11.3,4500.0,37,18,50000000.0
5,4,16.0,3475.0,48,18,33500000.0
4,2,11.0,3000.0,7,18,17500000.0
4,4,10.0,4000.0,60,18,49500000.0
5,3,21.0,7000.0,130,18,53500000.0
3,2,6.8,1400.0,144,20,20000000.0
4,4,12.0,1664.0,48,18,36000000.0
4,4,10.0,2500.0,99,18,120000000.0
6,2,22.5,3000.0,154,2,26000000.0
2,1,10.0,650.0,79,19,3800000.0
4,5,14.7,4500.0,32,20,47000000.0
5,4,14.8,3800.0,60,18,47500000.0
4,4,6.5,2900.0,9,18,29500000.0
3,3,9.5,2253.0,48,18,21000000.0
3,3,6.5,2000.0,2,18,20000000.0
3,2,13.52,1400.0,124,20,8500000.0
4,2,17.0,2000.0,130,18,16000000.0
4,4,7.0,3800.0,80,18,45000000.0
4,4,10.0,2800.0,2,18,28000000.0
4,2,10.0,2000.0,163,18,13500000.0
3,3,9.0,1390.0,2,18,14000000.0
3,2,12.5,1250.0,80,18,46250000.0
4,3,11.5,4000.0,60,18,40000000.0
4,3,10.0,2400.0,9,18,26000000.0
4,3,50.0,3000.0,60,18,110000000.0
3,1,14.0,1500.0,160,3,4500000.0
5,3,13.5,2259.0,48,18,16500000.0
4,3,8.5,2300.0,48,18,26000000.0
4,3,6.0,2400.0,48,18,24800000.0
4,5,14.5,4500.0,168,18,37500000.0
3,2,10.6,2500.0,9,18,17000000.0
3,2,10.0,2600.0,48,18,13000000.0
3,2,7.5,1250.0,2,18,16500000.0
4,4,10.0,2600.0,9,18,29000000.0
4,4,10.0,3850.0,48,18,33000000.0
4,3,15.0,5284.0,124,20,27500000.0
3,3,8.0,1400.0,9,18,22000000.0
4,4,7.7,3300.0,60,18,44000000.0
3,3,12.5,1785.0,48,18,17500000.0
4,3,10.0,3000.0,60,18,47500000.0
4,3,15.0,3150.0,32,20,31000000.0
4,3,50.2,3000.0,60,18,110000000.0
3,2,7.1,1275.0,146,20,12500000.0
3,1,23.0,1200.0,5,4,5800000.0
3,2,12.0,2500.0,75,18,18250000.0
5,5,15.0,7500.0,60,18,125000000.0
3,2,6.0,1500.0,108,18,23000000.0
4,4,6.2,2500.0,9,18,23500000.0
4,4,7.0,3250.0,48,18,27000000.0
8,5,14.0,4000.0,162,20,85000000.0
3,2,10.0,1610.0,32,20,19000000.0
3,1,20.0,1500.0,122,19,12000000.0
4,3,15.0,3500.0,60,18,37500000.0
3,2,10.0,3100.0,32,20,19000000.0
5,4,10.0,4200.0,2,18,33500000.0
4,4,10.0,3850.0,48,18,33000000.0
5,7,17.5,2800.0,43,18,67500000.0
4,1,34.0,1450.0,159,1,26000000.0
6,8,26.0,5500.0,71,20,120000000.0
3,1,8.5,1500.0,153,20,6500000.0
5,3,10.4,2700.0,43,18,28000000.0
3,1,10.2,1050.0,146,20,9800000.0
3,3,10.0,1400.0,2,18,15000000.0
4,2,11.35,2500.0,7,18,30000000.0
3,2,8.0,1854.0,48,18,14000000.0
2,1,4.5,950.0,48,18,6200000.0
6,4,10.0,4400.0,7,18,19000000.0
3,2,10.0,1400.0,32,20,9900000.0
5,2,12.0,4300.0,9,18,55000000.0
3,2,26.5,2500.0,32,20,19000000.0
4,5,14.5,4500.0,168,18,37500000.0
4,3,8.0,2500.0,43,18,21000000.0
5,3,8.0,3012.0,48,18,22500000.0
4,4,8.5,2900.0,48,18,36000000.0
4,4,7.0,2895.0,48,18,25500000.0
3,3,15.0,2150.0,32,20,18500000.0
4,4,9.0,2900.0,80,18,44000000.0
6,7,24.0,14000.0,9,18,170000000.0
4,4,8.0,2500.0,86,18,38500000.0
4,3,12.0,1644.0,163,18,14000000.0
4,2,10.0,2950.0,52,20,16000000.0
3,2,3.0,950.0,2,18,18500000.0
2,1,6.8,2000.0,108,18,21000000.0
4,3,9.77,2650.0,53,18,45000000.0
6,4,19.1,3236.0,169,18,65000000.0
5,3,7.31,3200.0,37,18,54800000.0
4,2,13.0,1830.0,168,18,17500000.0
5,4,7.7,2500.0,48,18,28500000.0
3,2,3.5,1200.0,55,18,16000000.0
6,8,26.0,5500.0,144,20,120000000.0
2,1,7.5,1200.0,124,20,11000000.0
3,2,13.75,2000.0,100,18,160000000.0
5,2,34.0,3000.0,122,19,35000000.0
4,4,10.0,2600.0,9,18,29000000.0
3,2,10.0,1600.0,32,20,19000000.0
4,4,10.0,2800.0,2,18,28000000.0
4,4,10.5,2600.0,9,18,29000000.0
3,2,13.0,1500.0,43,18,18000000.0
5,4,10.0,2800.0,48,18,25500000.0
4,3,10.5,3150.0,32,20,26500000.0
3,3,6.0,1200.0,2,18,14500000.0
6,3,15.0,1976.0,124,20,21000000.0
4,2,23.0,1700.0,18,18,18500000.0
5,4,10.5,2500.0,9,18,26000000.0
2,1,12.2,1000.0,157,2,5400000.0
3,1,20.0,1000.0,1,7,7500000.0
4,3,7.8,3600.0,9,18,36000000.0
5,5,10.0,3452.0,48,18,38000000.0
4,3,11.5,2800.0,9,18,27500000.0
4,3,47.0,3000.0,68,12,22500000.0
3,2,8.5,1463.0,48,18,14000000.0
4,2,7.5,2150.0,32,20,15000000.0
1,1,16.5,1650.0,158,20,6500000.0
8,6,7.0,5000.0,37,18,50000000.0
4,4,7.5,2463.0,48,18,25500000.0
2,1,15.0,1800.0,18,18,5500000.0
4,3,6.3,2200.0,9,18,22500000.0
4,4,15.0,3000.0,48,18,28500000.0
3,2,10.0,1350.0,9,18,14000000.0
5,3,19.7,2350.0,146,20,39500000.0
4,2,7.0,1700.0,148,18,20000000.0
4,3,10.12,2675.0,9,18,53000000.0
3,2,7.0,3000.0,60,18,40000000.0
4,4,10.0,2800.0,2,18,28000000.0
7,4,10.0,3900.0,154,2,29500000.0
2,1,9.7,2470.0,30,18,20500000.0
3,2,11.5,1610.0,32,20,18000000.0
4,3,6.5,2200.0,9,18,26500000.0
5,3,9.0,3100.0,9,18,37500000.0
3,1,15.2,1192.0,66,20,7000000.0
3,2,10.0,1350.0,2,18,14500000.0
3,2,6.5,1850.0,168,18,17500000.0
3,1,14.0,1400.0,48,18,13500000.0
5,4,11.0,3800.0,60,18,45000000.0
3,1,10.0,1425.0,32,20,9900000.0
4,4,6.7,2500.0,108,18,42000000.0
4,4,9.0,3210.0,48,18,34000000.0
3,2,7.0,1450.0,168,18,15000000.0
4,4,10.0,3200.0,2,18,34000000.0
4,4,10.0,2500.0,43,18,28000000.0
3,2,11.4,1900.0,9,18,19000000.0
4,3,8.0,3500.0,60,18,39500000.0
3,2,10.0,1500.0,48,18,14000000.0
4,3,25.0,3800.0,25,18,36000000.0
4,3,7.5,3200.0,48,18,30500000.0
4,3,11.0,3300.0,60,18,42500000.0
3,3,7.67,2300.0,9,18,28000000.0
2,1,10.7,1000.0,162,20,8500000.0
4,4,10.0,3000.0,9,18,36000000.0
4,5,7.2,1960.0,48,18,31500000.0
4,2,17.0,2000.0,130,18,16000000.0
5,3,7.5,2700.0,48,18,27000000.0
3,3,11.28,2200.0,99,18,165000000.0
3,2,7.5,1480.0,48,18,15000000.0
6,8,20.0,6700.0,71,20,120000000.0
3,2,7.0,3300.0,60,18,40000000.0
4,4,16.0,2400.0,146,20,20500000.0
5,5,16.0,4000.0,60,18,82500000.0
5,4,12.5,4000.0,9,18,65000000.0
3,2,7.5,1500.0,2,18,16500000.0
4,3,10.0,3500.0,32,20,26500000.0
4,4,8.5,2900.0,48,18,36000000.0
6,5,16.0,3600.0,168,18,33500000.0
4,2,13.0,1830.0,168,18,17500000.0
5,4,14.0,4580.0,48,18,49500000.0
2,1,2.5,600.0,75,18,5500000.0
2,1,20.0,5445.0,2,18,25000000.0
4,1,10.4,2500.0,43,18,16000000.0
3,2,33.0,1200.0,146,20,16500000.0
4,3,21.5,2690.0,168,18,34500000.0
3,2,15.7,4000.0,41,23,9700000.0
3,3,8.0,1587.0,48,18,18500000.0
4,1,31.0,850.0,35,12,5600000.0
3,1,11.6,3158.0,140,18,7500000.0
6,4,25.0,4000.0,25,18,55000000.0
3,2,13.5,2924.0,124,20,40000000.0
4,4,9.0,3415.0,48,18,34000000.0
3,1,15.0,1900.0,86,18,18000000.0
3,3,10.0,2100.0,9,18,25500000.0
5,3,6.5,2300.0,153,20,17800000.0
5,2,57.0,3500.0,77,13,23000000.0
2,1,6.8,900.0,9,18,13900000.0
4,3,10.0,3500.0,32,20,26500000.0
3,3,6.0,2100.0,48,18,19500000.0
5,4,7.5,2000.0,86,18,28000000.0
4,2,7.42,1600.0,25,18,24500000.0
4,4,10.0,4200.0,60,18,49500000.0
4,3,10.0,3000.0,60,18,47500000.0
4,3,12.6,2500.0,48,18,33000000.0
4,1,22.0,2000.0,122,19,6000000.0
3,2,10.0,1610.0,32,20,19000000.0
3,1,32.0,1800.0,127,20,19500000.0
8,5,11.0,5000.0,108,18,45000000.0
4,5,14.7,4500.0,32,20,47000000.0
6,4,20.0,7200.0,7,18,69000000.0
4,3,11.5,4000.0,60,18,40000000.0
5,3,34.0,3000.0,140,18,20000000.0
4,4,10.0,3452.0,48,18,33500000.0
6,5,12.5,6500.0,60,18,44000000.0
4,2,40.0,3168.0,41,23,28000000.0
3,2,6.4,2400.0,169,18,26000000.0
5,4,11.0,3800.0,60,18,45000000.0
4,4,6.0,2400.0,48,18,24800000.0
3,2,6.5,1356.0,48,18,23800000.0
4,3,6.3,1800.0,9,18,24500000.0
4,1,19.0,1800.0,122,19,5000000.0
3,1,75.0,1600.0,5,4,6500000.0
4,4,7.5,2588.0,48,18,25500000.0
3,2,20.0,2500.0,43,18,35000000.0
4,4,15.0,3000.0,60,18,60000000.0
2,1,15.0,1500.0,5,4,8500000.0
3,1,9.5,1200.0,127,20,4800000.0
3,2,7.5,2800.0,86,18,33000000.0
4,4,7.0,2200.0,9,18,23000000.0
4,4,10.0,3850.0,48,18,33000000.0
4,4,21.0,3100.0,141,23,40000000.0
4,3,7.0,2200.0,48,18,26000000.0
8,4,9.5,6000.0,9,18,32000000.0
3,2,10.0,1542.0,48,18,14000000.0
2,1,11.5,1200.0,39,18,7800000.0
3,2,8.0,1400.0,48,18,14000000.0
4,4,7.0,2700.0,7,18,40000000.0
5,2,13.3,3000.0,168,18,33000000.0
3,3,10.0,1755.0,48,18,18500000.0
3,3,7.5,1500.0,9,18,18500000.0
4,2,18.0,2400.0,140,18,16000000.0
3,2,10.0,1700.0,2,18,20000000.0
2,1,7.21,1377.0,140,18,11000000.0
4,3,6.5,2200.0,9,18,26500000.0
4,4,6.2,2415.0,48,18,24500000.0
3,2,7.2,1275.0,146,20,12500000.0
2,1,8.5,1500.0,80,18,13000000.0
5,2,42.0,3600.0,146,20,33000000.0
5,4,11.0,5000.0,37,18,68000000.0
5,3,9.65,2228.0,37,18,41000000.0
5,3,7.0,3500.0,55,18,32000000.0
3,1,10.0,1450.0,32,20,9900000.0
4,4,11.5,2005.0,9,18,27500000.0
3,1,11.9,1198.19,52,20,8000000.0
3,2,6.0,1050.0,140,18,9750000.0
3,2,11.4,1900.0,9,18,19000000.0
6,6,12.0,4000.0,37,18,65000000.0
3,1,10.3,1800.0,12,7,7500000.0
3,1,12.0,1461.0,155,19,15000000.0
3,1,10.0,1420.0,32,20,9900000.0
3,1,10.79,2360.0,48,18,20000000.0
3,2,0.0,1200.0,169,18,55000000.0
3,2,15.0,3500.0,5,4,14500000.0
7,4,55.0,3000.0,77,13,7800000.0
5,2,6.09,2200.0,108,18,41000000.0
4,2,10.5,2000.0,80,18,32000000.0
3,2,10.0,1600.0,32,20,19000000.0
4,4,7.08,2500.0,43,18,27000000.0
6,2,7.5,1300.0,26,18,25000000.0
5,4,13.0,3600.0,37,18,52000000.0
4,4,15.0,3000.0,48,18,58500000.0
4,4,6.0,2005.0,9,18,20500000.0
4,3,6.1,2800.0,48,18,25500000.0
3,2,6.0,1700.0,108,18,23000000.0
3,2,6.9,1139.0,140,18,15000000.0
4,3,19.0,3000.0,48,18,35000000.0
3,2,9.5,2000.0,48,18,21500000.0
2,1,29.0,1350.0,32,20,23500000.0
2,1,9.0,1000.0,48,18,9800000.0
4,5,7.5,2986.0,48,18,25500000.0
4,2,10.0,2750.0,127,20,13500000.0
5,3,17.5,2000.0,151,23,27500000.0
3,1,17.0,1800.0,29,4,14900000.0
4,4,9.0,2784.0,48,18,21500000.0
5,4,15.2,3750.0,60,18,54000000.0
3,3,6.5,1800.0,48,18,17800000.0
5,5,12.0,4300.0,9,18,55000000.0
4,3,5.0,3675.0,71,20,25500000.0
10,8,20.0,7600.0,43,18,69000000.0
4,3,20.0,3500.0,32,20,29500000.0
4,3,21.0,4000.0,80,18,55000000.0
6,6,8.8,5500.0,99,18,172500000.0
5,4,8.0,3700.0,48,18,30500000.0
10,3,30.0,3500.0,34,20,16000000.0
4,3,6.5,2800.0,9,18,26500000.0
3,3,15.0,2000.0,5,4,16000000.0
3,3,6.5,2000.0,2,18,19800000.0
3,3,9.0,1380.0,144,20,17500000.0
6,5,16.0,9000.0,60,18,120000000.0
5,2,9.0,2200.0,48,18,20200000.0
4,4,10.0,4500.0,169,18,95000000.0
3,2,10.0,1650.0,32,20,20500000.0
3,1,20.0,1400.0,140,18,12500000.0
5,5,9.5,3500.0,41,23,37500000.0
5,4,8.0,3500.0,9,18,33500000.0
3,1,10.0,1600.0,2,18,14000000.0
4,4,20.0,5800.0,140,18,45000000.0
5,3,29.0,3500.0,9,18,66000000.0
2,1,9.12,1200.0,41,23,4800000.0
3,2,9.3,2000.0,48,18,21500000.0
4,4,7.5,2965.0,48,18,25500000.0
4,3,10.0,3800.0,60,18,55000000.0
5,1,17.0,1500.0,168,18,8500000.0
2,2,4.7,980.0,108,18,21000000.0
4,4,10.0,3200.0,9,18,36000000.0
3,2,11.5,1610.0,32,20,18000000.0
5,3,15.0,2550.0,153,20,30500000.0
2,1,10.0,1200.0,141,23,9800000.0
5,3,9.87,2800.0,7,18,45000000.0
3,2,7.5,1500.0,2,18,16500000.0
4,4,10.0,4500.0,169,18,100000000.0
3,2,7.0,1250.0,48,18,26500000.0
3,2,15.0,1000.0,122,19,15000000.0
3,2,17.5,1700.0,53,18,50000000.0
3,2,6.0,1200.0,2,18,14500000.0
3,2,17.5,2072.0,75,18,28000000.0
4,3,10.25,2750.0,146,20,30000000.0
1,1,12.0,800.0,48,18,7000000.0
6,4,8.7,5550.0,26,18,48000000.0
4,3,4.0,1600.0,37,18,13500000.0
3,2,10.0,1500.0,48,18,14000000.0
5,3,13.5,2259.0,48,18,16500000.0
3,3,11.5,1665.0,163,18,16800000.0
5,4,12.5,4500.0,25,18,55000000.0
5,4,8.0,3700.0,48,18,30500000.0
4,3,10.0,3500.0,32,20,26500000.0
4,3,15.0,3150.0,32,20,31000000.0
6,3,7.0,2450.0,157,2,41000000.0
4,3,50.0,5000.0,80,18,130000000.0
5,3,10.0,3000.0,80,18,65000000.0
4,4,8.5,3147.0,48,18,38000000.0
3,1,40.0,900.0,69,3,7000000.0
3,2,9.5,2000.0,48,18,21500000.0
6,5,12.5,6000.0,60,18,44000000.0
2,3,4.0,1600.0,166,18,40750000.0
3,2,7.5,1300.0,9,18,17000000.0
4,3,6.0,1400.0,167,18,16500000.0
4,3,19.0,3000.0,48,18,35000000.0
4,4,15.0,3000.0,60,18,60000000.0
4,4,10.0,2600.0,9,18,29000000.0
4,1,12.5,1880.0,168,18,12500000.0
5,4,6.7,5000.0,108,18,58000000.0
4,1,15.5,1768.0,160,3,12300000.0
5,3,9.8,2500.0,122,19,28000000.0
3,1,9.5,1300.0,149,18,9500000.0
4,4,7.0,2600.0,9,18,23000000.0
5,5,11.5,3900.0,48,18,36700000.0
3,2,10.0,1600.0,32,20,19000000.0
2,1,10.0,1750.0,9,18,11000000.0
4,3,9.5,2000.0,80,18,35000000.0
5,3,10.4,2700.0,43,18,28000000.0
4,3,12.0,3600.0,60,18,36000000.0
2,1,5.0,900.0,48,18,7000000.0
2,1,4.0,1200.0,80,18,12000000.0
4,1,12.5,3403.13,2,18,13000000.0
4,3,6.5,2800.0,9,18,26500000.0
3,1,6.0,1050.0,48,18,8500000.0
